depth_m;density_kgm3
17.49;602.23
17.5;602.23
17.51;602.23
17.52;602.23
17.53;602.23
17.54;602.23
17.55;602.23
17.56;602.23
17.57;602.23
17.58;602.23
17.59;602.23
17.6;602.23
17.61;602.23
17.62;602.23
17.63;602.23
17.64;602.23
17.65;602.23
17.66;602.23
17.67;602.23
17.68;602.23
17.69;602.23
17.7;602.23
17.71;602.23
17.72;602.23
17.73;602.23
17.74;602.23
17.75;602.23
17.76;602.23
17.77;602.23
17.78;602.23
17.79;602.23
17.8;602.23
17.81;602.23
17.82;602.23
17.83;602.23
17.84;602.23
17.85;602.23
17.86;602.23
17.87;602.23
17.88;602.23
17.89;602.23
17.9;602.23
17.91;602.23
17.92;602.23
17.93;602.23
17.94;602.23
17.95;602.23
17.96;602.23
17.97;602.23
17.98;602.23
17.99;602.23
18;602.23
18.01;602.23
18.02;602.23
18.03;602.23
18.04;602.23
18.05;602.23
18.06;602.23
18.07;602.23
18.08;602.23
18.09;602.23
18.1;602.23
18.11;602.23
18.12;602.23
18.13;602.23
18.14;602.23
18.15;602.23
18.16;602.23
18.17;602.23
18.18;602.23
18.19;602.23
18.2;602.23
18.21;602.23
18.22;602.23
18.23;602.23
18.24;602.23
18.25;602.23
18.26;602.23
18.27;602.23
18.28;602.23
18.29;602.23
18.3;602.23
18.31;602.23
18.32;602.23
18.33;602.23
18.34;602.23
18.35;602.23
18.36;602.23
18.37;602.23
18.38;602.23
18.39;602.23
18.4;602.23
18.41;602.23
18.42;602.23
18.43;602.23
18.44;602.23
18.45;602.23
18.46;602.23
18.47;602.23
18.48;602.23
18.49;602.23
18.5;602.23
18.51;602.23
18.52;602.23
18.53;602.23
18.54;602.23
18.55;602.23
18.56;602.23
18.57;602.23
18.58;602.23
18.59;602.23
18.6;602.23
18.61;602.23
18.62;602.23
18.63;602.23
18.64;602.23
18.65;602.23
18.66;602.23
